bank_name,gvkey,iid,datadate,fyear,at,ch,ivst,ist,tdst,lcuacu,lcabg,rcl,teq,seq,ceq,intan,pstk,nicon,npat,total_assets,liquid_assets,gross_loans,loan_loss_allowances,total_equity,shareholder_equity,common_equity,intangible_assets,preferred_equity,net_income,nonperforming_assets,first_trading_date,first_trading_year,market_age
UBS Group AG,144496,09W,20211231,2021,1117182.0000,203240.0000,77319.0000,82503.0000,205566.0000,396910.0000,12072.0000,1251.0000,61002.0000,60662.0000,60662.0000,10213.0000,,7457.00000,2387.0000,1117182,568628,408982,1251,61002,60662,60662,10213,,7457,2387,1984-01-02,1984,37
UBS Group AG,144496,09W,20221231,2022,1104364.0000,179124.0000,96318.0000,102790.0000,200377.0000,385722.0000,11103.0000,1150.0000,57218.0000,56876.0000,56876.0000,10512.0000,,7630.00000,2333.0000,1104364,578609,396825,1150,57218,56876,56876,10512,,7630,2333,1984-01-02,1984,38
UBS Group AG,144496,09W,20231231,2023,1717246.0000,329377.0000,137870.0000,150216.0000,261844.0000,636970.0000,18287.0000,2310.0000,86639.0000,86108.0000,86108.0000,12929.0000,,27849.00000,5806.0000,1717246,879307,655257,2310,86639,86108,86108,12929,,27849,5806,1984-01-02,1984,39
UBS Group AG,144496,09W,20241231,2024,1565028.0000,237266.0000,118719.0000,133631.0000,273302.0000,580159.0000,16029.0000,2103.0000,85573.0000,85079.0000,85079.0000,11772.0000,,5085.00000,6044.0000,1565028,762918,596188,2103,85573,85079,85079,11772,,5085,6044,1984-01-02,1984,40
UBS Group AG,144496,09W,20251231,2025,1617427.0000,227549.0000,129621.0000,163810.0000,238225.0000,656340.0000,16855.0000,2524.0000,90484.0000,90213.0000,90213.0000,11806.0000,,7767.00000,6538.0000,1617427,759205,673195,2524,90484,90213,90213,11806,,7767,6538,1984-01-02,1984,41
UniCredit SpA,015549,01W,20211231,2021,916671.0000,107532.0000,96164.0000,87297.0000,86603.0000,448477.0000,40456.0000,13165.0000,62093.0000,61628.0000,61628.0000,2213.0000,,1506.00000,16312.0000,916671,377596,488933,13165,62093,61628,61628,2213,,1506,16312,1984-01-02,1984,37
UniCredit SpA,015549,01W,20221231,2022,857773.0000,111899.0000,64553.0000,73654.0000,62696.0000,467592.0000,38381.0000,11886.0000,63497.0000,63339.0000,63339.0000,2350.0000,,6381.00000,13048.0000,857773,312802,505973,11886,63497,63339,63339,2350,,6381,13048,1984-01-02,1984,38
UniCredit SpA,015549,01W,20231231,2023,784974.0000,61111.0000,57028.0000,83194.0000,56759.0000,441289.0000,45580.0000,10351.0000,64243.0000,64079.0000,64079.0000,2272.0000,,9332.00000,12233.0000,784974,258092,486869,10351,64243,64079,64079,2272,,9332,12233,1984-01-02,1984,39
UniCredit SpA,015549,01W,20241231,2024,784004.0000,41554.0000,61259.0000,98986.0000,56104.0000,428014.0000,58252.0000,9269.0000,62841.0000,62441.0000,62441.0000,2229.0000,,9472.00000,11601.0000,784004,257903,486266,9269,62841,62441,62441,2229,,9472,11601,1984-01-02,1984,40
UniCredit SpA,015549,01W,20251231,2025,870238.0000,38455.0000,59779.0000,143600.0000,61454.0000,456255.0000,54592.0000,8740.0000,68109.0000,67711.0000,67711.0000,2940.0000,,10709.00000,12468.0000,870238,303288,510847,8740,68109,67711,67711,2940,,10709,12468,1984-01-02,1984,41
VTB Bank PJSC,177236,02W,20211231,2021,20859300.0000,1170500.0000,1695200.0000,1419000.0000,983800.0000,11696100.0000,1225500.0000,904500.0000,2222000.0000,2184300.0000,1662900.0000,378700.0000,521400.0000,303400.00000,677500.0000,20859300,5268500,12921600,904500,2222000,2184300,1662900,378700,521400,303400,677500,1984-01-02,1984,37
VTB Bank PJSC,177236,02W,20221231,2022,24424000.0000,918700.0000,31900.0000,2938600.0000,1307400.0000,15546000.0000,765700.0000,,1531200.0000,1492000.0000,1492000.0000,472600.0000,,-619500.00000,,24424000,5196600,16311700,,1531200,1492000,1492000,472600,,-619500,,1984-01-02,1984,38
VTB Bank PJSC,177236,02W,20231231,2023,29382200.0000,1210800.0000,54200.0000,3901600.0000,987600.0000,18774800.0000,1082900.0000,,2164300.0000,2121300.0000,2121300.0000,548200.0000,,420600.00000,672600.0000,29382200,6154200,19857700,,2164300,2121300,2121300,548200,,420600,672600,1984-01-02,1984,39
VTB Bank PJSC,177236,02W,20241231,2024,36070200.0000,2018100.0000,1016700.0000,4199900.0000,885300.0000,20846000.0000,1680500.0000,1157000.0000,2689300.0000,2643700.0000,2122300.0000,654000.0000,521400.0000,497300.00000,3224100.0000,36070200,8120000,22526500,1157000,2689300,2643700,2122300,654000,521400,497300,3224100,1984-01-02,1984,40
VTB Bank PJSC,177236,02W,20251231,2025,36884300.0000,1883600.0000,1060800.0000,4987300.0000,1207800.0000,22979700.0000,,1296100.0000,2730800.0000,2683200.0000,2161800.0000,746200.0000,521400.0000,,,36884300,9139500,22979700,1296100,2730800,2683200,2161800,746200,521400,,,1984-01-02,1984,41
